text,predicted_label
barang terima thanks,Positive
mantab barang bagus tembak kenceng pakai staples model seller fast response kendala follow thx bos sukses,Positive
sesuai pesan terima kasih,Positive
barang terima kualitas bagus top seller,Positive
barang kirim via gojek terima kasih respon pelayannnya,Positive
fisik coba,Negative
mantapppp gaaannnn,Negative
mantab thanks,Positive
dipacking dgn segel selotip barang pakai fungsi dgn made china,Positive
barang iya refil ualangx bli toko trima kasih,Negative
barang terima,Positive
respon kirim cepat banget paking rapi coba sukses,Positive
barang terima selamat kirim relatip singkat pokok siiip,Positive
baguuuuuuuuuuuuuuuuuusssssssss,Positive
terima kasih yaaaaa barang,Positive
respon cepat barang bagusss sesuai iklan,Positive
trimkasih sesui pesan mantap poll,Negative
makasih brng sdh trima dngn selamat,Positive
oke barang makasih,Positive
cakeeeeeeeeep next belanja,Positive
termiakasih barang cepet barang bagus,Positive
trim barang barang okhe daya dorong kencang coba,Positive
barang sdh nyampe tks cepat responnya coba,Positive
bagus cobain sampe sobek tancap,Positive
thank brang smpai,Negative
barang sesuai deskripsi kirim cepat,Positive
barang bagus tes respon cepat thank youuuuuuuuu,Positive
barang cepat barang bagus coba tembak kenceng thanks tokopedia sukses,Positive
cepat muas seauai gambar,Negative
biar bintang bicara thank,Positive
express banget pokok barang mantapp,Positive
kualitas produk barang tes nembak kaca pecah hehehe kirim layan,Negative
pesan cepat kirim barang sesuai deskripsi produk terimakasih,Positive
bagus mudah tugas,Positive
mantap sesuai deskripsi,Positive
terima kasih terima kasih,Positive
reksell proses kirim cepat,Positive
barang packing rapi barang sesuai transaksi,Positive
maksih barang peking yabg maksih allhamdulilillah,Positive
mantap biar bintang bicara,Positive
mantul puas bangt sore besok udh smpe barang sesuai pesan good job,Positive
barang mantaapppppp cepat work ittt,Positive
paku kuat barang asli sesuai dgn foto,Positive
superrrrrrrrrrrrrrrr,Positive
mantap sesuai gambar pesan,Positive
mantapppppppppppppppppp,Positive
fast respon fast delivery blm coba bagus,Positive
recommended seller,Positive
barang terima tks,Positive
barang ori sesuai dgn deskripsi,Positive
mantab nih barang sesuai judul foto deskripsi,Positive
produk sesuai fungsi thanks,Positive
,Positive
respon cepat kirim standard sesuai pesan,Positive
respon jual cepat ramah barang bagus warna hitam tpi papa kualitas tetep,Negative
sesuai deskripsi,Positive
barang sesuai deskripsi respon jual kirim cepat barang coba,Positive
terima kasih respon cepat,Positive
fast respond cepat,Positive
zipp,Positive
kirim cepat coba sesuai ekpetasi terima kasih,Positive
puas barang asli krisbow terimakasih,Positive
sesuai pesan kirim cepat packingnya terimakasih,Positive
thanks terima barang,Positive
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,Positive
barang sdh sesuai dgn gambar trimksh,Positive
terima kasih barang,Positive
packing cepat barang sesuai pesan,Positive
brg baguss cepat,Positive
mantap cpt bgt kmrn trf skrng sampe pke jne reg,Positive
fast respon cepat kirim good seller,Positive
coba fungsi,Positive
kirim super cepat jam transfer jam barang terima barang sesuai deskripsi gambar terima kasih recommended seller,Positive
barang sesuai foto mantaps,Positive
brang smpai kondisi brang,Negative
recommended pokok,Positive
mantapppppppppp deh pokok recomen,Positive
respon cepat barang sesuai paket rapi thanks,Positive
barang bagus kendala kirim unit barang,Positive
bagus pakai kencang krisbow,Negative
barang udh nyampe sesuai pesan sayang make staples stationery deskripsi tulis ukur staples,Positive
barang,Positive
produk mantap sesuai gambar tembak kuat moga awet,Positive
kenceng siiipp,Positive
staple bagus krn staple mollar beli toko bagus tembak,Negative
siip mantap barang terima respon cepat,Positive
barang sesuai pesan packing rapih mantapp,Positive
cepat terima kasih,Positive
bagus murah kualitas recomended,Positive
terima pakai,Positive
barang terima thx,Positive
barang bagus kualitas sesuai harga,Positive
fungsi sesuai harga moga awet,Negative
merk kenmaster tpp gpp pentg dipake,Negative
tembak kenceng mantap nuhun,Positive
terimakasih terima,Positive
alat meja kayu tembus fast respon,Negative
respon proses cepat,Positive
bintang dahhhhh,Positive
barang cacat sblum kirim coba,Negative
moga bos,Positive
barang cacat bos,Negative
pesan produk sesuai deskripsi,Positive
mantappppppppppppppppppppp,Positive
biar bintang bicara,Positive
,Positive
barang terima,Positive
produk bagus murah sesuai foto,Positive
kirim cepat barang bagus coba mantap,Positive
matab good sesuai,Positive
tes bagus lancar,Positive
mantabh recomend seller,Negative
thanks barang,Positive
terima bos packing bagus,Positive
paket sdh produk fungsi dgn,Positive
powernya banding sdh gpp harga beda cadang thanks,Negative
respon cepat kwalitas sesuai deskripsi,Positive
barang sesuai pesan kirim cepat,Positive
fast response barang sesuai pesan,Positive
barang sesuai pesan,Positive
produk okay sesuai deskripsi fungsi mudah2an awet,Positive
mantap packing rapih barang recommend respon cepat,Positive
sip,Positive
naiis suka jam kadang2 capek2 pencet keras,Positive
rekomendasi neng belanja,Positive
produk sesuai pict,Positive
mantap bosss sesuai deskripsi recomended saller,Positive
respon kirim cepat kurir lmbt packing rapi barang sesuai gambar fungsi terima kasih recommended seller,Positive
terima kasih barang selamat,Positive
fungsi dngn,Positive
respon kirim cepat,Positive
barang terima barang oke banget,Positive
nampak fisik kualitas smoga awet,Positive
makasih sesuai ekspektasi coba barang fungsi recommended seller,Positive
kecewa dipakey isiya kluar papan nempel,Negative
keceh muas terimakasih,Positive
goooooodddddddddddddddd,Positive
makassi,Positive
sesuai deskripsi,Positive
rekomended seller barang sesuai pesan,Positive
sip,Positive
sesuai deskripsi kualitas profesional seller,Positive
mantab moga sukses,Positive
kirim mantaaap,Negative
produk kirim cepat produk penyok,Negative
barang bagus top dech,Positive
,Positive
mantap stapler,Positive
barang bagus paking rapi thanks,Positive
terimakasih,Positive
serahkn bintang bicara barang sesui cepat,Positive
barang terima kondisi kirim cepat,Positive
makasihh barang sesuai deskripsi,Positive
sesuai pesan packing rapi fast respon fast delivery,Positive
packing rapi fast respon,Positive
fast respon pokok siiiip,Positive
barang sesuai deskripsi bagus thanks,Positive
barang sesuai pesan lancar siiip,Positive
barang sesuai pesan coba moga sesuai janji layan cepat muas salut,Positive
produk terima sesuai deskripsi produk layan ramah mudah harga sahabat beli grosir segan segan customer promo,Positive
bagussangat sesuai terima kasih,Positive
barang sesuai skripsi bagus packing,Positive
barang memuaaskan beli,Positive
barang sesuai pesan,Positive
respon cepat profesional sip,Positive
fast response pesan kirim besok sampe hebat produk terima pakai mantav belanja pokok recomended seller deh,Positive
percaya mutu bagus layan bagus,Positive
barang terima kirim fast respon,Positive
produk didelivary sesuai tawar,Positive
barang terima trims,Positive
mantap,Positive
terima kasih bantu,Positive
thank respon cepat barang cepat minggu dpan ngorder stok bnyak,Positive
muas cepat barang sesuai pesan kurir ongkirnya beda refund,Positive
barang bagus yach layan,Positive
barang sdh terimasangat muas,Positive
terima kasih barang pesan terima dgn kualitas akurasi produk sesuai harap pesan weldone,Positive
terimakasih barang terima,Positive
barang terima terimakasih layan,Positive
barang sesuai harap terimakasih,Positive
barang sesuai pesan respon jual cepat packing,Positive
top markotop kualitas mantul,Positive
fungsional kemas rapi kirim cepat bintang indah jaya tool moga sukses,Positive
siippp cepat sesuai deskripsi recomrnded seller,Positive
mantapbp bro,Positive
mantap bintang,Positive
produk real pic kualitas bagus,Positive
barang terima gambar deskripsi terima kasih,Positive
sesuai deskripsi fast response bantu,Positive
barang sesuai packing oke,Positive
terima kasih tokopedia pesan terima thanks,Positive
barang bagus pasang barner,Positive
barang sesuai pesan original millar kirim cepat recommended seller,Positive
barang bagus sesuai deskripsi jual thx,Positive
proaes kilat aesuai harap barang bagus segel recomended seller,Positive
barang terima sesuai deskripsi,Positive
barang murah bagus pakai dekorasi pelamin gedung,Positive
bodi kokoh fungsi harga bagus,Positive
bagus barabg sesuai harga,Negative
kwalitas bagus 3in1,Positive
well built besi tebal awet,Positive
recommended sukses toko kak,Positive
cepat mantaaaap,Positive
trims barang sdh,Positive
barang packing bagus rapi kirim cepat jual ramah banget barang mantappppp moga awet fungsi recomended seller,Positive
produk sesuai spek kirim super cepat recom seller,Positive
coba bagus moga awet,Positive
selamat trimakasih,Positive
sesuai skripsi,Positive
mode narrow crown brad nail work peluru gimana,Negative
barang terima proses cepat packing rapi moga manfaat,Positive
terimakasih layan,Positive
,Positive
bagus mantap recomend,Positive
barang bagus kirim pakai pos,Negative
fungsi sesuai harap harga muas fast respon fast delivery jne pdhal cman pket oke nympe 3hrian bpp sukses juragan,Positive
mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul,Positive
oke terimakasih,Negative
barang bagus rekomended,Positive
bagus brfungsi dgn,Positive
barang bagus sesuai ekspektasi,Positive
mantab sesuai pesan respon seller cepat makasih,Positive
terimakasih barang mudah mudah awet,Positive
produk sesuai spek kirim super cepat jual reaponsif pelayananya sgt recom seller,Positive
bintang bicara tooop,Positive
kereeeen abiiss rekomended,Positive
barang sesuai gambar kualitas bagus,Positive
mantap sesuai pesan,Positive
istimewa barang trims,Positive
jossssssssss,Positive
kirim cepat barang sesuai deskripsi recommended seller,Positive
barang blm test liat respon cepat packing kirim heavy thx,Positive
barang sesuai ekspektasi,Positive
trims paket terima,Positive
responsif proses kirim pake very recommended seller,Positive
barang bagus cepet nyampe,Positive
coba top markotop smga awet,Negative
produk sesuai ulas bintang,Positive
produk sesuai deskripsi keras krn btw harga saing thanks,Negative
barang sesuai deskripsi harga sahabat respon mantap kirim cepat recomended,Positive
lambat ngirim,Negative
produk mantap sesuai harga beli kalo offline ukur,Positive
makasih bos order,Positive
mantab baang terima terimakasih,Positive
barang sesuai pesan cepat,Positive
barang sdh trima pusing cari,Negative
,Positive
barang bagus sesuai pesan,Positive
terima kasih kirim,Positive
terimakasih sesuai,Positive
respon cepat,Positive
makasih brg sdh terima,Positive
bagus mantab suka,Positive
barang bagus sesuai pesan,Positive
fast respon cost sesuai pesan,Positive
barang terima sesuai pesan harga puas banget,Positive
mantap selamat kirim,Positive
barang sesuai dgn pesan dgn sempurna,Positive
mantap sesuai dgn pesan,Positive
good brng bagus paking rapi,Positive
produk bagus tinggal beli staples,Positive
mantap uji coba moga awet,Positive
sempeg cek,Negative
nuhun barangsudah terima,Positive
barang kualitas,Positive
terima kasih pesan terima,Positive
good thanks brg terima dgn smoga awet,Positive
pesan cocok barang bagus,Positive
produk sesuai expectasi far good thx seller mudah mudah awet tahan,Positive
terima terima kasih,Positive
best best best best best,Positive
layan cepat barang oke,Positive
blm dcoba bhn bgss kemas rapi siiiiilap,Positive
lumayan murah riah lamban popo nembaknya,Negative
sesuai terima kasih,Positive
barang sesuai pesan kirim cepat,Positive
sesuai harap makasih,Positive
,Positive
kirim,Positive
produk sesuai deskripsi kirim cepat,Positive
bagus cepat kirimanya,Negative
cepat kirim,Positive
barang bagus paking rapih kurir wahana bgt super cepet,Positive
barang kualitas,Positive
hasil staples rapat bidang produk cacat hadeeuh,Negative
terima kasih,Positive
bagus muas packing bagus cepat,Positive
mantap kirim cepat recomended,Positive
kirim cepat lumayan,Positive
bom coba moga oke barang,Positive
barang bagus respon bagus manual sdh paku tipe brad nail pasang gmn selipin pinggir fungsi dikeluarin sisa tembakin sampe abis hatur nuhun,Negative
lumayan pakai mudah mudah awet,Negative
pesan sampaiiiiii terimakasih,Positive
barang bagus sesuai pesan cpt,Positive
harga bagus coba lancar,Positive
produk respon cepat,Positive
barang sdh terima dgn terima kasih seller,Positive
barang bagus kereen,Negative
pesan cepat,Positive
keren barang,Positive
barang sesuai pesan kualitas sesuai harga paket kardus penyok2 terima pakai kardus tebal,Negative
barang sdh terima barang okay,Positive
respon seller oke barang oke kirim cepet bgt smpe pdhl oke express makasih yah,Negative
packing rapi recommended seller,Positive
,Positive
barang sesuai harap mantab,Positive
mantap kualitas bos harga kost terimakasih,Positive
proses cepat barang selamat muas ciamik,Positive
siiiiiiiiiiiiiiiiiiiiiiiiiiiiipzz,Positive
barang coba bagus makasih,Positive
kirim barang cepat,Positive
barang sampe sesuai gambar quality sesuai harga haturnuhun,Negative
barang sesuai prediksi pesan alhamdulillah sesuai gambar good job,Positive
sukaaaaa ganti cover kursi alat kerennnn deh recommended seller,Positive
barang sampe boss sesuai kualitas harga hehe,Positive
terima kasih brgnya sdh cepet layan sore transfer malam kirim esok sore nyampe brgnya,Positive
barang pesan pagi sore barabg sesuai gambar mudah mudah awet tanx,Negative
fungsi terima kasih,Positive
trim toped barang bagus oklah sip,Positive
barang standart good,Negative
sampe selamat thanks,Positive
mantap barang sesuai harga harga pngiriman cpt respon mantap,Positive
respon cepat barang sesuai pesan thanks good,Positive
serba cepat rekomen banget toko bayar jam kirim besok kirim via jek bantu banget belanja tunda,Positive
cakep barang sesuai pesan tanks,Positive
mantep thank,Positive
barang terima sesuai pesan recommended seller thank,Positive
fast response brg sesuai thanks,Positive
problem sesuai harga,Positive
barang bagus harga jangkau fast respon thx,Positive
mantaaaaaaaabbbbbbbbbb,Negative
barang bagus sesuai gambar,Positive
produk mudah bagus layan fast respon ramah rekomen pokok,Positive
sesuai pesan pakai tacker,Positive
pesan trims,Positive
barang sudh sesuai harap,Positive
produk bagus sesuai gambar kirim bagus puas,Positive
barang terima kualitas lumayan bagus terima kasih,Negative
produk sesuai pesan qualitasnya bagus packingnya rapih pakai buble wrap muas,Positive
